id,createdTime,AuthorRole,CauseCategory,Description,IncidentType,Lat,Long,OccurredAt,Outcome,SecondaryCauseCategory
reco6hkN1zQmNt1nT,2024-09-14T14:12:43.000Z,Victim,Driver Behaviour (Bus),Bus committed dangerous overtaking of a cyclist,Near Miss,53.32667038177914,-6.208076303988662,2019-09-13T19:29,No injuries,Infrastructure
reco99ugfbsif8Tqf,2024-09-27T17:52:10.000Z,Victim,Infrastructure,A car coming from Thorncastle st did not yield and hit me on the bike as I was waiting to turn right from Irishtown road,Collision,53.34177641390528,-6.227599615765939,2024-02-24T09:30,No injuries,Infrastructure
recoD5sNtTmXAnAI7,2024-08-13T17:01:38.000Z,Victim,Driver Behaviour (Bus),"Bus pulled out in front of me, just to shut me out and sit at a red light.",Near Miss,53.4009527065418,-6.182815153689262,2024-08-13,No injuries,Infrastructure
recoEcH0dfIC1yiQX,2025-01-30T08:36:45.000Z,Victim,Infrastructure,Car brushed passed my arm this morning while walking my 1 year old and 4 year old to school ,Near Miss,53.26886200000001,-9.071721000000025,2025-01-30,No injuries,Infrastructure
reco9rM3KvOGmSS0F,2024-09-16T20:55:29.000Z,Witness,Driver Behaviour (Car),Car turned left through a cycle path with 3 cyclists in it heading north. Hard braking from bike in front. ,Near Miss,53.3117155084372,-6.2385807716280794,2024-09-16T17:45,No injuries,Infrastructure
reco5FsEYFjXsdLaJ,2024-02-22T20:08:49.000Z,Victim,Driver Behaviour (Car),Knocked off the bike by a car turning left into cemetery.,Collision,53.323961393001895,-6.27990834607013,2015-02-22T10:00,Minor injuries,Infrastructure
recoGuSmIB18s3K21,2024-03-08T10:11:11.000Z,Victim,Driver Behaviour (Car),Car breaking the red light coming from Leinster Road as I was passing through on green for me coming down Rathmines road. ,Near Miss,53.32404318780047,-6.265410276265243,2024-03-08T08:45,No injuries,Infrastructure
recoJth4l3T6bIunV,2025-05-14T08:45:33.000Z,Witness,Driver Behaviour (Other Heavy Vehicle),Truck nearly hit cyclists with baby in a carrier,Near Miss,53.33941157481297,-6.288008104729101,2025-05-14,No injuries,Infrastructure
recoQd2j9V7qY12x1,2024-03-12T09:33:21.000Z,Witness,Infrastructure,Passed a young woman on my commute standing on the footpath with a buckled front wheel. She was uninjured but shook. ,Collision,53.34580123178165,-6.275681233658361,2024-03-12T09:18,No injuries,Infrastructure
recoOxfXGfRnLijvv,2024-03-14T13:33:41.000Z,Victim,Driver Behaviour (Car),Car illegally turned left across cycle lane on orange arrow. Bike crashed,Collision,53.35472483170898,-6.246591393435324,2024-03-14T09:04,Minor injuries,Infrastructure
recoTM5txHScwyHxg,2024-02-29T11:09:51.000Z,Victim,Driver Behaviour (Car),Daily close passes by all manner of vehicles between Cartúr and Na hAille.,Hazard,53.23958902683529,-9.470377318373437,2024-02-29,No injuries,Infrastructure
recoTl6YyGmwI0A68,2024-09-11T16:54:07.000Z,Victim,Driver Behaviour (Car),"I was exiting the route about. Driver entering from next exit, on my left, saw me but pulled out in front of my bike anyway. ",Near Miss,53.27716347507254,-9.008090329256987,2024-09-11T17:38,No injuries,Infrastructure
recoUQNavg5EYI3ER,2024-08-07T08:23:20.000Z,Victim,Driver Behaviour (Car),Car driving in the wrong direction of one way street (priority for bikes). Had to swerve to avoid head on collision (I was on a bike).,Near Miss,53.33784346428757,-6.297222364553647,2024-08-07,No injuries,Infrastructure
recoWnyWJQKxTpGca,2024-03-14T09:16:39.000Z,Witness,Driver Behaviour (Car),Van inbound on N4 stopped by lights completely blocking pedestrians and school children crossing on the way to school.,Hazard,53.343733456346996,-6.3081816458244475,2024-03-14T08:55,No injuries,Infrastructure
recoZUKKsxlLuSPDC,2024-02-29T11:41:32.000Z,Victim,Driver Behaviour (Car),Left-turning car cut me off at t-junction when light turned green. I used hand signal to indicate right turn onto Conningham Rd.,Near Miss,53.34821733834164,-6.308343921452092,2024-02-25T14:15,No injuries,Infrastructure
recoZpLJV7vt00Pp8,2025-02-20T14:45:02.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),Travelling by cargo bike with 11 year old and close passed by man in white van. ,Near Miss,53.304148885667246,-9.109447306487482,2025-02-19T08:39,No injuries,Infrastructure
recoZwYtLjUts8hTq,2024-03-15T14:37:32.000Z,Other,Driver Behaviour (Car),Tonya McEvoy killed in head-on collision with oncoming driver. Road was narrowed due to parked cars.,Collision,53.336443926420344,-6.67411056098689,2017-02-12T10:00,Fatality,Infrastructure
recoap7GcoDGUlAPa,2024-10-06T14:47:45.000Z,Victim,Driver Behaviour (Car),"Dark blue car passed  extremely close, at speed, to cyclist causing them to wobble and almost fall off bike. Cyclist was shaken and shocked.",Near Miss,53.290354295192856,-9.077332814718034,2024-08-14T14:41,No injuries,Infrastructure
recobQ9Hz4iZsSqxe,2025-03-26T00:31:23.000Z,Witness,Infrastructure,Cyclist hit by driver on the Joyce roundabout. Ambulance called,Collision,53.28221645360318,-9.038329675940304,2025-03-22T10:30,Minor injuries,Infrastructure
recocXG870B0B0COX,2024-04-15T07:30:41.000Z,Victim,Infrastructure,Cars rush overtaking to turn into Beaumont hospital,Near Miss,53.38569904582971,-6.229095492005314,2024-04-15,No injuries,Driver Behaviour (Car)
recofqafR16h6gSXr,2024-04-08T21:54:45.000Z,Other,Infrastructure,School entry route lacks signage and school warden ,Hazard,53.32171822577283,-6.2778370501673635,2024-04-08T08:30,No injuries,Infrastructure
recofQ0l7QhXz45nC,2024-03-28T15:31:32.000Z,Other,Driver Behaviour (Car),Schoolgirl killed when she ran on road after dog,Collision,53.37027309413199,-6.392916607436547,2009-08-25T15:23,Fatality,Infrastructure
recofrQSSn9shrdc4,2025-06-09T08:50:27.000Z,Victim,Driver Behaviour (Car),Vehicles in yellow box blocking way for bikes crossing Parnell St (northbound),Near Miss,53.35245362343855,-6.261703589677751,2025-06-04T17:30,No injuries,Infrastructure
recojJVXkvAS4csm6,2024-05-07T17:18:25.000Z,Victim,Driver Behaviour (Car),"Car turned left without looking at bikes in cycle lane, I had to brake to not hit car. ",Near Miss,53.322194634044365,-6.247690966803702,2024-05-07T18:03,No injuries,Infrastructure
recooCOHTDWiaS167,2025-06-24T11:37:24.000Z,Witness,Infrastructure,"Pedestrian stepped in front of a cyclist at the point where the bikepath doglegs. No collision, but cyclist had to break to avoid one.",Near Miss,53.32726113740506,-6.258376204067247,2025-06-24T12:33,No injuries,Infrastructure
recop2rgHpkwad55R,2024-03-19T09:51:50.000Z,Victim,Driver Behaviour (Car),Dropping children to Creche and school with cargo bike and trailer. Car hit us and knocked us from bike on the roundabout. ,Collision,53.30274897285739,-6.308731755670863,2024-03-19T08:40,Minor injuries,Infrastructure
recovOJ8kI8oiA9Cz,2024-03-13T15:44:15.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),Illegal van parking forces bikes and cars out onto luas tracks,Hazard,53.34817574841833,-6.261386106922032,2024-03-13,No injuries,Infrastructure
recowIexMlVXupB6c,2024-03-16T17:15:53.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),"I had dismounted, was wheeling my bike across the ghost island, and a man in a van touched my wheels with his van - he wasn’t looking. ",Near Miss,53.279599236529805,-9.06975094160805,2021-12-16T17:11,No injuries,Infrastructure
recowptIefKeXqkOB,2024-05-29T22:57:19.000Z,Victim,Driver Behaviour (Car),"Driver running red light at high speed, nearly hitting me in the process",Near Miss,53.35922959546562,-6.258692162535681,2024-05-27T13:56,No injuries,Infrastructure
recoyMqDL6J1Xa7eq,2024-02-06T20:51:08.000Z,Victim,Infrastructure,"Cars will poke out of this lane and into the bike lane, often blocking the bike path and forcing you into traffic. ",Hazard,53.349934976974,-6.27571457650032,2024-02-06,No injuries,Infrastructure
recoxbTA5cS7mzD4h,2024-10-06T22:11:16.000Z,Victim,Infrastructure,I was on my cargobike indicating to turn right and I was overtaken at speed by a motorist,Near Miss,53.284749316090284,-9.042795163437603,2024-10-06T19:04,No injuries,Driver Behaviour (Car)
recp0RImT4759ErzC,2024-04-18T09:55:05.000Z,Witness,Driver Behaviour (Car),A car is regularly being parked illegally on Pearse Street directly opposite Pearse Villas at the junction. ,Hazard,53.27325080520936,-6.140130279882669,2024-04-17T13:50,No injuries,Infrastructure
recp29p8VsfKF2XOQ,2024-02-28T12:02:43.000Z,Victim,Driver Behaviour (E-Scooter or Similar),Two men on an e-bike going through a pedestrian crossing from the wrong direction.,Near Miss,53.348457658543936,-6.259713375335366,2024-02-26T16:00,No injuries,Cyclist Behaviour
recp3ZDS6nZR3R3GM,2024-12-06T14:47:48.000Z,Victim,Driver Behaviour (Car),"Intentionally and maliciously close passed me on bike with no other cars around, early morning at speed driving straight through red after.",Near Miss,53.402623095909576,-6.162226887735642,2024-12-06T06:10,No injuries,Infrastructure
recp4NJylAS1QKdci,2024-03-15T17:54:17.000Z,Victim,Driver Behaviour (Car),"Driver entering the business park, not looking in mirrors and cuts across me. Pulled on the brakes to avoid a collision.",Near Miss,51.87487356164061,-8.471038062759703,2024-03-15T17:25,No injuries,Infrastructure
recp4YYpCd24VkIpp,2024-04-15T18:41:01.000Z,Victim,Driver Behaviour (Car),"Van turned left, crossing cycle lane without looking, I was going slow. Hit van came off bike. Slight knee abrasion, torn trousers. ",Collision,53.35060706916539,-6.27090825750966,2024-04-15,Minor injuries,Infrastructure
recpBsKqXvCrGytl6,2024-02-29T13:27:26.000Z,Victim,Driver Behaviour (Car),Cycle track passes left to right at this point.  Driver stopped in ASL.  Moved on green signal for bicycles.  Almost collided with cyclists.,Near Miss,53.34580478789843,-6.275775408648997,2022-05-04T08:45,No injuries,Infrastructure
recp5ii9WsSbbV8cN,2024-02-29T11:11:59.000Z,Witness,Driver Behaviour (Car),Cars constantly driving in bus/bike lane attempting to skip long ques of traffic during rush hour.,Near Miss,53.33161712855221,-6.294436027514877,2024-02-28T17:00,No injuries,Infrastructure
recp8X73YbHHHm4ap,2024-04-27T18:46:43.000Z,Victim,Driver Behaviour (Car),Three cars did not stop at red traffic light while pedestrians crossing ,Near Miss,53.38593809493824,-6.265316192830937,2024-04-27T19:00,No injuries,Infrastructure
recpNbieDiiieYCR6,2024-06-06T11:10:05.000Z,Victim,Driver Behaviour (Car),Car entered Nassau St without looking right to check segregated cycle lane with right of way. This resulted in the cyclist being hit square ,Collision,53.3425558345032,-6.256345909253383,2024-03-13T17:45,Minor injuries,Infrastructure
recpCzJ6pKYWJmV0Z,2024-02-28T18:20:45.000Z,Victim,Cyclist Behaviour,Group of cyclists cycling wrong way up cycle lane 4 abreast.,Near Miss,53.29493846688786,-6.154028616396772,2024-02-18T18:10,No injuries,Infrastructure
recpQ02zFzSTWekfz,2024-02-08T12:09:43.000Z,Victim,Driver Behaviour (Car),"I was cycling on Mespil road and a car came out from Sussex street and didn’t yield and hit my front wheel, buckling it completely ",Collision,53.33215472900247,-6.251445969062161,2017-05-08T23:30,No injuries,Infrastructure
recpQHA2o4i1KYrc8,2024-04-23T07:56:25.000Z,Victim,Driver Behaviour (Car),"Car stopped at roundabout entrance, advanced halfway into my lane as I passed. Had to change my path.",Near Miss,52.62839837448112,-8.662246989659508,2024-04-23,No injuries,Infrastructure
recpTW7oIsNKhO29H,2024-02-29T09:03:55.000Z,Victim,Driver Behaviour (Car),I was cycling the roundabout and a taxi pulled onto the roundabout and stopped centimetres short of broad siding me. ,Near Miss,53.2077464593124,-6.6610074902083625,2023-10-11T07:30,No injuries,Infrastructure
recpXLmK96rEFbQnp,2025-03-19T22:14:44.000Z,Victim,Driver Behaviour (Bus),33 bus drove in on top of me. Reported incident ,Near Miss,53.36422064707156,-6.25711163885876,2025-03-06T21:10,No injuries,Infrastructure
recpY9DvhEjyl2kOj,2024-02-14T12:01:13.000Z,Victim,Driver Behaviour (Car),Taxi turning left across cycle lane onto William st,Collision,52.6638213584325,-8.626650248559542,2024-02-14,No injuries,Infrastructure
recpWP8dcVnY2sN3z,2024-03-04T17:56:44.000Z,Victim,Driver Behaviour (Car),Car went to turn across the junction as I was going through my green light. Blared horn.,Near Miss,53.39503349635794,-6.214169569051819,2024-03-04,No injuries,Infrastructure
recpYtdeqQgtjkUz3,2025-04-08T20:26:29.000Z,Victim,Driver Behaviour (Car),Close pass whilst driving into oncoming traffic then pushing in to avoid a head on crash with oncoming bus.,Near Miss,53.32590504812262,-6.2138151103147266,2025-04-07T14:20,No injuries,Infrastructure
recpZQFusQ6r3N1Ax,2025-02-11T21:40:53.000Z,Witness,Driver Behaviour (Car),Mad Stuff: People doing 3 point turns and parking at pencil bollards - not very safe routes to school,Hazard,53.37023240082041,-6.306264804830761,2025-02-11T08:20,No injuries,Infrastructure
recpRx4NBPOkTNzyD,2025-03-20T21:45:10.000Z,Victim,Driver Behaviour (Car),Car cut through my cycling path at speed at very close distance,Near Miss,53.41674345047389,-6.361408238451304,2025-03-20T08:15,No injuries,Infrastructure
recpa3jNrTpfONqrl,2024-04-10T20:50:37.000Z,Victim,Driver Behaviour (Car),Car travelling in the worng direction up a one-way street ,Near Miss,53.34795271345118,-6.281979005908681,2022-07-14T08:41,No injuries,Infrastructure
recpdW3Xkh8Zk9OQZ,2024-02-28T09:47:06.000Z,Victim,Driver Behaviour (Car),Driver in a rush on their way to drop children off from school. Close overtake on blind bend almost colliding with oncoming car.,Near Miss,53.63660725490894,-6.669017965985745,2024-02-28T08:55,No injuries,Infrastructure
recpfJOrII2luaJVF,2024-09-22T20:13:27.000Z,Witness,Driver Behaviour (Car),Two older ladies trying to cross the Seamus Quirke Rd exit of the Browne Roundabout. I stopped in left lane but cars in right lane drove on.,Near Miss,53.2788831639476,-9.069628541016243,2022-01-01T09:00,No injuries,Infrastructure
recpgSDKHaiB9cJsz,2024-06-19T08:22:22.000Z,Victim,Infrastructure,Motorist entering from my left tried to enter roundabout in front of me,Near Miss,53.277235599793045,-9.00835248121939,2024-06-19,No injuries,Infrastructure
recph66Qp7JvYq7tM,2025-03-19T19:00:22.000Z,Victim,Infrastructure,The cycle lane bottlenecks here.  It's impossible for a car and a bike to go through at the same time. Multiple near misses. ,Near Miss,53.3473171550078,-6.260154063487164,2025-03-13T08:45,No injuries,Infrastructure
recpgYGSRhADE6jyf,2025-02-06T12:02:44.000Z,Victim,Infrastructure,There should be a solid yellow line between the traffic lanes going the opposite direction on Whitestrand Road.,Near Miss,53.264971317398675,-9.066608008001737,2025-02-06,No injuries,Infrastructure
recphK5K6WwutB1JS,2024-11-14T15:18:17.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),"Van passed close and fast, crossing a solid white line, into oncoming traffic",Near Miss,53.26663682679836,-9.093101694760378,2024-11-14T13:45,No injuries,Infrastructure
recpioMWIVRqxHCbP,2024-03-02T03:05:15.000Z,Victim,Driver Behaviour (Car),"Constant excessive speeding on this road with regular close passing. Extremely noisy too, use path and wear headphones to prevent ear damage",Hazard,53.40596561087264,-6.195614268933241,2024-03-02,Minor injuries,Infrastructure
recpjUdSc0iI5o7ds,2024-10-07T12:36:18.000Z,Victim,Driver Behaviour (Car),Driver in wrong lane,Near Miss,53.27899113983432,-9.069431638647757,2024-10-03T12:06,No injuries,Infrastructure
recpnydmvp3JeUJ3N,2024-02-28T20:24:12.000Z,Victim,Infrastructure,No safe way to cycle from Belmayne to Clarehall other than through the dangerous high speed roundabout,Hazard,53.40149451390042,-6.170345469399194,2023-08-17T09:20,No injuries,Infrastructure
recppJHlWScOl2I8q,2024-03-16T22:36:00.000Z,Victim,Driver Behaviour (Car),"Left-hook hit-and-run collision. A car overtook me and turned left onto O'Connell Street, knocking me clear off my bicycle.",Collision,53.34753002315594,-6.259437530783288,2006-02-26T13:00,Minor injuries,Infrastructure
recptZf50tzXK5bXx,2025-06-16T09:35:40.000Z,Victim,Infrastructure,"It's especially poor to have a very busy hiking route run along a fast road with no footway at all, and only one sign urging drivers to look",Hazard,53.226962158939244,-6.139136769850609,2025-06-16,No injuries,Infrastructure
recq4pnWTIF4051bv,2025-05-14T09:48:01.000Z,Victim,Infrastructure,Consistently high speeds over 70kmh reported to council and gardai,Hazard,53.28764625872867,-9.049876282688132,2025-05-14,No injuries,Driver Behaviour (Car)
recqAyMcUkuvMEmcE,2024-05-08T12:48:47.000Z,Other,Driver Behaviour (Car),Driver consistently parked on path / double yellow lines / pedestrian crossing during midweek school commute hours. Blocking pedestrians.,Hazard,53.390826208513374,-6.136563663393133,2024-05-02T07:30,No injuries,Infrastructure
